"Name","id_Number","row_Number","seat_Number","auditorium_Number","test_result","score"
"David Destina",37726195307172072,7,34,5,"False",49.8501
"David Dickey",52624196106153352,15,40,1,"False",69.8671
"David Dishaw",71539198709189374,42,54,4,"False",68.6161
"David Dixon",93260196804264982,22,21,1,"False",67.9933
"David Dooley",74514193908229403,30,22,5,"False",56.6461
"David Dunford",24175195204089704,21,32,4,"False",59.9118
"David Edwards",16754199309014441,35,15,4,"False",83.2148
"David Epperson",17355197704248343,37,10,6,"False",64.6798
"David Erickson",75303201603266241,6,11,3,"False",77.5868
"David Eusebio",73593196106146338,38,42,1,"False",70.5952
"David Fang",29896198807152437,7,13,6,"False",83.0107
"David Fanney",93094193309099659,10,47,3,"False",66.4941
"David Farr",43623195605286636,23,21,1,"False",67.2538
"David Ferber",79461195304211842,46,45,2,"False",64.6798
"David Fernandes",83768200902082473,12,22,4,"False",64.6798
"David Ferretti",90483199107093423,55,54,4,"False",82.3871
"David Finch",51720198011271978,7,55,2,"False",82.0478
"David Fitzgerald",24404193603086139,48,34,4,"False",66.5829
"David Frazier",38821201403128258,39,6,4,"False",78.8716
"David Free",64553194510025528,14,16,5,"False",63.7099
"David Fuentes",11699199706249799,17,37,1,"False",83.9262
"David Gardner",16908194801101708,10,36,1,"True",64.2338
"David Garman",30519197809232130,8,19,1,"True",71.3158
"David Garner",34243198010182799,53,15,2,"False",78.8824
"David Gioe",26081197303122471,13,67,1,"False",76.2823
"David Goldbach",10695200603223788,53,60,4,"False",90.792
"David Goldson",10116200706227873,15,37,5,"False",78.8572
"David Gordon",31437195111014972,24,23,5,"False",64.6798
"David Grogan",80502198303212342,17,41,5,"False",84.868
"David Groll",46109193001043556,36,43,2,"False",55.1199
"David Gross",82260194010159646,49,17,2,"False",59.5022
"David Gwaltney",91167201107052508,18,31,2,"False",64.6798
"David Hanner",57381199503024557,53,2,4,"False",82.4781
"David Harloff",40647194405135582,4,20,6,"False",64.6798
"David Harris",86953200101029965,23,58,4,"False",77.4553
"David Harris",80826199409106514,23,4,4,"False",72.9805
"David Haskell",87718200504254582,21,47,3,"False",78.1734
"David Hecht",80663200612029631,66,5,4,"False",75.5259
"David Hicks",66842199703089589,40,12,6,"False",74.6833
"David Hoff",84294195907155855,54,20,2,"True",74.9737
"David Hubbard",18862200210072512,53,41,2,"False",86.4609
"David Ives",66214198612115683,57,6,2,"False",79.4033
"David Jeffers",22869200604233069,33,29,5,"False",80.6479
"David Jeffries",47598195603183229,49,28,2,"False",60.9452
"David Johnson",55595195202047710,19,40,1,"False",69.045
"David Jones",92414198202167922,64,14,4,"False",74.3398
"David Jones",44120197508105620,17,58,2,"False",82.7621
"David Juhasz",68667196901212660,49,40,1,"True",72.177
"David Karim",48291194904263660,8,57,2,"False",58.4642
"David Kelley",50494193411128366,65,64,4,"False",40.9795
"David Kelly",98810196004294374,7,32,6,"False",72.8175
"David Khan",68447193412314159,31,46,5,"False",48.0939
"David King",43226195601104233,1,18,3,"False",61.9025
"David Kolb",98836199901098139,40,57,5,"False",64.6798
"David Kotula",93172196102071093,1,3,6,"True",66.479
"David Lacy",57887198209151020,5,1,5,"False",70.9837
"David Lazarus",23933194407045529,16,34,2,"False",62.6007
"David Leabow",76500201010195549,7,4,3,"False",82.1291
"David Lee",89835201002225527,36,12,2,"False",83.5634
"David Liston",34842198603189100,6,13,5,"False",80.8053
"David Lopez",86899194712106994,31,39,3,"False",64.6798
"David Lopez",89822194402137833,44,24,2,"False",64.3952
"David Loughmiller",74790196606292765,26,39,5,"False",71.782
"David Mack",75824197005207634,56,54,2,"False",71.1298
"David Marez",84531200903171916,3,49,2,"False",63.8834
"David Martinez",16749201205022856,30,36,4,"False",79.9557
"David Matier",31641198409119595,34,42,4,"False",72.5192
"David Mcclain",74474194111291878,3,27,5,"False",59.9414
"David Mcclellan",64766199009047142,50,54,1,"False",87.6132
"David Mcmaster",88109198205228251,68,13,4,"False",64.6798
"David Metcalf",56490197506181297,24,54,1,"False",74.754
"David Meyer",66800195504019417,24,38,6,"False",54.4538
"David Moore",61441201402052204,2,16,6,"False",64.6798
"David Moore",55967198611035006,53,39,4,"False",68.9229
"David Mosley",96920197803138131,4,36,3,"False",64.6798
"David Muller",53619199603256160,64,49,4,"True",88.4528
"David Myers",53028199903217078,37,65,1,"False",77.7649
"David Noble",36459195705106001,48,54,4,"False",67.7619
"David Noland",16013200512041552,9,28,4,"False",92.1892
"David Ogaldez",44568193312139617,5,5,1,"False",54.4341
"David Owens",81009197211237830,50,18,2,"False",70.2124
"David Pack",30564195009135691,32,30,6,"False",76.7646
"David Park",19878199703144540,22,50,4,"False",89.4771
"David Peterson",14655194007048053,15,44,3,"False",56.954
"David Picard",73439193707223885,58,31,4,"False",66.3223
"David Pillsbury",66590197211052662,7,46,3,"False",79.5498
"David Ramos",13459200602062840,30,16,5,"False",87.1463
"David Rapkin",81919199303263952,43,36,2,"False",74.8162
"David Reed",26125200005146448,16,7,6,"False",93.881
"David Riley",54158194503027981,17,56,2,"True",63.859
"David Ritchie",19564201904028133,4,10,2,"False",81.2505
"David Robertson",35960194304106538,37,49,5,"False",46.6565
"David Robinson",94901197510092010,45,53,5,"False",62.2511
"David Roe",81119194910021245,4,39,4,"False",71.7188
"David Rohm",61297198912204620,27,39,6,"False",84.409
"David Rose",24026201704265900,37,38,4,"False",70.8413
"David Ross",39203195910113495,23,52,2,"False",64.6798
"David Ryant",61738201312122909,35,35,2,"False",84.3724
"David Sawyers",92229196906178247,40,37,6,"False",64.6798
"David Serrano",79612196902068812,43,18,5,"True",79.7113
"David Shamapande",63984193112052599,20,1,5,"False",62.1663
"David Shannon",27776199308166392,22,37,3,"False",64.6798
"David Sheetz",39586201008231260,19,42,4,"False",78.3942
"David Sherrow",64187199204261898,53,45,2,"False",88.9561
"David Shieh",44659194005152031,27,7,3,"False",67.6874
"David Sibbett",39846201807031723,34,29,4,"False",65.8575
"David Simpon",82660200709277000,15,2,3,"True",64.6798
"David Sims",84619193702121128,46,50,2,"False",67.892
"David Skinner",30696194308015591,44,21,2,"False",64.7737
"David Slade",87804199311025683,49,12,2,"False",89.0009
"David Slade",21167196805248041,7,33,4,"False",61.609
"David Snover",36366194706241518,15,12,6,"False",64.6798
"David Stuckett",21468199110142437,5,9,1,"False",64.6798
"David Sullivan",76805201604142555,41,29,6,"False",71.6126
"David Summerhill",48257201609265806,35,7,2,"False",64.6798
"David Tapia",48015197304185468,17,9,4,"True",67.9837
"David Tavares",76178194808204775,39,12,6,"False",67.4223
"David Thoennes",49978201601316825,36,26,2,"False",68.0667
"David Thomas",61984196907199945,22,26,4,"False",68.8411
"David Vance",45978194604242688,14,42,4,"False",59.6454
"David Vargas",73921195402194207,5,62,2,"False",60.0285
"David Voss",94802194405273246,43,52,4,"False",54.9962
"David Wallace",50633198709256010,3,58,5,"False",90.3994
"David Watkins",66820199505287122,55,10,2,"False",78.674
"David Weinberger",20389201902181921,29,13,4,"False",76.3002
"David Wells",74652194009077012,49,12,4,"False",73.6638
"David Whitaker",29385194402086470,9,22,1,"False",73.9916
"David Wilkins",60327199408217583,32,20,1,"False",89.9254
"David Williams",20195195404291852,43,35,2,"False",68.3428
"David Williams",99790197909043966,41,26,5,"False",64.6798
"David Williams",76646195305227567,25,14,1,"False",59.4583
"David Williams",71794197812148172,29,4,2,"False",81.7895
"David Wilson",34902201209032451,12,24,2,"False",72.5689
"David Yoshimura",77245198106275036,54,29,2,"False",73.6546
"David Young",40080196007172530,38,21,6,"False",78.8991
"Dawn Cade",15623198702099516,29,21,1,"False",73.4904
"Dawn Demarsico",95477198904077855,7,33,6,"False",65.7162
"Dawn Fenstermacher",78147193912137333,32,39,5,"False",64.6798
"Dawn Foster",62661194805154440,6,18,3,"False",67.4845
"Dawn Gaylord",30772198506029265,47,19,2,"False",64.6798
"Dawn Holmes",89957198012216596,10,59,5,"False",64.6798
"Dawn Hunter",63070194704247535,38,20,3,"False",58.012
"Dawn Jackson",87790195010098996,45,13,4,"False",67.1445
"Dawn Lacy",54894194809042336,16,25,1,"False",66.4659
"Dawn Pugmire",90281196211282735,58,17,4,"False",62.8185
"Dawn Smith",71291201910052431,8,47,1,"False",64.6798
"Dawn Southerly",27918199410046877,21,58,5,"False",64.6798
"Dawn Tejada",97275199011276324,19,21,4,"False",83.5305
"Dawn Williamson",37773199012236130,10,35,6,"False",84.1866
"Dawna Sandigo",75926195207248841,14,12,2,"False",66.3224
"Dayna Jones",18326201008011679,44,32,2,"True",78.204
"Dean Broyles",14401195401285216,40,53,1,"False",77.7761
"Dean Jarrard",17492195501049145,7,2,4,"False",73.804
"Dean Lutz",72627201410277038,45,66,4,"False",70.8348
"Dean Mayo",96374193308239876,10,29,5,"False",58.8618
"Dean Patrick",23286193406218822,41,65,2,"False",61.4407
"Dean Reifsteck",41226196601136585,47,52,1,"False",65.399
"Dean Smith",92474198307025535,17,17,3,"False",75.3065
"Dean Stanley",91927201601062945,13,50,2,"False",64.7891
"Deana Chambers",59428198401207820,29,18,3,"False",82.2151
"Deana Shoun",41692195402211965,38,27,3,"False",64.6798
"Deana Stindt",95380199412055975,9,19,4,"False",93.5729
"Deandra Barnhart",43660199410075563,24,54,2,"False",64.6798
"Deandre Perona",68337199007239619,7,27,6,"False",83.6671
"Deandre Williamson",35031197505235157,32,59,1,"False",70.3464
"Deanna Campbell",95372196408133737,41,32,4,"False",63.9521
"Deanna Caudill",65006201310157532,52,12,4,"False",83.5768
"Deanna Charron",73989196602128459,24,30,3,"False",64.1471
"Deanna Collado",88653201905258317,31,2,6,"False",64.6798
"Deanna Flinchum",56908201805079801,16,20,3,"False",85.2555
"Deanna Kakos",31412194411301336,31,14,4,"False",64.6798
"Deanna Lawler",36114193803186364,39,4,3,"False",69.6014
"Deanna Lightfoot",49716198406172145,50,27,2,"False",81.3059
"Deanna Robinson",10689195304033359,46,1,1,"False",73.0542
"Deanna Schmidt",18699198511169932,24,26,4,"False",87.4917
"Deanna Thomas",64617201403055333,20,57,5,"False",81.0984
"Debbie Brandenburg",23530199605039606,10,18,2,"False",73.8635
"Debbie Brothers",86904200910028381,61,57,4,"True",64.6798
"Debbie Buhl",97511199010041529,11,12,4,"True",94.177
"Debbie Doyle",50573197102104008,4,42,6,"False",78.7142
"Debbie Murphy",40625200212138037,34,34,3,"False",84.5019
"Debbie Oshields",49917201907288561,33,33,3,"False",87.3755
"Debbie Randolph",69230201912171088,39,15,1,"False",68.2605
"Debbie Sheehan",52913193204239066,1,51,2,"False",70.1187
"Debbie Turrie",95414198604257850,14,35,4,"False",80.4411
"Debbra Hockenberry",37259193512037307,1,13,6,"False",64.6798
"Debora Allison",71216197909119554,34,43,5,"False",85.2566
"Debora Allison",73559194802039685,34,66,4,"False",71.5654
"Debora Anderson",86084195407118641,38,14,5,"False",75.0704
"Debora Molter",41997201405281955,34,3,2,"False",84.7483
"Debora Mosqueda",11225197101165773,42,40,5,"False",83.2366
"Debora Parisi",51790196803114819,51,59,4,"False",80.2209
"Debora Stewart",28280194709012200,20,47,1,"False",64.6798
"Deborah Allen",22482194003133394,49,26,1,"False",63.7217
"Deborah Ascolese",13301200601258485,21,38,6,"True",71.855
"Deborah Baez",64415201402278557,7,13,3,"False",87.0325
"Deborah Bell",77288196307087881,57,9,2,"False",69.6741
"Deborah Black",70256195705212763,27,3,1,"True",72.8375
"Deborah Bridgette",88745196806147057,59,21,4,"False",74.0648
"Deborah Cancro",74921195612318580,25,48,1,"False",68.883
"Deborah Cargill",48171197405209717,17,48,5,"False",82.1031
"Deborah Carrick",22495194808076982,19,35,1,"False",65.5846
"Deborah Clayton",47833193112064951,50,47,2,"False",64.6798
"Deborah Coburn",56811196005252419,15,9,1,"False",77.236
"Deborah Dellano",16697196101261952,39,8,2,"False",75.4899
"Deborah Downs",52179199006307787,19,59,4,"False",76.641
"Deborah Drye",44424193908019046,36,38,3,"False",61.594
"Deborah Elkins",42940198511177109,14,6,1,"False",85.6864
"Deborah Fox",90201194610192803,25,3,4,"False",63.7028
"Deborah Funke",30207196805048640,35,66,4,"False",69.8513
"Deborah Hall",97399199405079668,6,39,5,"False",72.05
"Deborah Harper",89076197107103591,27,34,4,"False",82.7483
"Deborah Heinlen",99260194007282482,28,9,4,"False",65.6171
"Deborah Hong",81473194211034121,53,9,2,"True",61.8656
"Deborah Lamb",44872197509214452,34,38,4,"False",82.0591
"Deborah Landry",13562199208296965,35,40,4,"False",75.741
"Deborah Larson",23807199501264863,28,38,6,"False",75.068
"Deborah Lehrke",40837197801056625,3,66,2,"False",84.5867
"Deborah Leyva",60692194901088073,40,16,5,"False",49.4281
"Deborah Lindsay",81603198811302896,49,17,1,"False",85.6139
"Deborah Lujan",47417200012032064,27,13,2,"False",94.2082
"Deborah Lyon",29581196404017674,27,51,2,"False",71.5828
"Deborah Manos",99964196612289527,42,29,2,"False",74.3273
"Deborah Meeks",45135199904226448,55,64,4,"True",85.352
"Deborah Miller",73581194411299833,48,15,1,"False",69.7283
"Deborah Miller",40597198303015365,43,41,5,"False",81.9865
"Deborah Molina",47246197706301920,30,15,4,"True",64.6798
"Deborah Moreschi",54937193203217841,42,28,6,"False",52.9726
"Deborah Murphy",85916196103044850,30,32,4,"False",64.6798
"Deborah Park",11215201503211267,4,27,1,"False",77.8774
"Deborah Raines",68036193506298870,35,5,6,"False",69.0629
"Deborah Rhyne",19195194209093527,8,18,2,"False",68.1724
"Deborah Rivera",16962197109287954,23,48,2,"False",72.348
"Deborah Rosenberg",49973193806309169,39,13,6,"False",63.0594
"Deborah Sing",55021200003176449,22,18,3,"False",77.1475
"Deborah Sittloh",42711194904035253,41,51,1,"False",65.8836
"Deborah Sledge",65406193505221951,46,51,4,"True",57.4307
"Deborah Smith",76888193901191698,14,11,4,"False",65.4626
"Deborah Tavares",18207201803137457,36,37,4,"True",78.5852
"Deborah Ugalde",56219198704142183,7,12,3,"False",74.7304
"Deborah Vargas",69432199506086923,57,63,2,"False",91.1114
"Debra Baggett",80611200005136026,47,51,2,"False",74.2773
"Debra Brown",45158195809283854,50,6,1,"False",73.5043
"Debra Chaparro",29340193906174153,15,42,2,"False",65.4768
"Debra Chester",25604200805213138,68,14,4,"True",82.9433
"Debra Coffman",18839193611267318,41,27,2,"True",71.8773
"Debra Derita",59655200312012171,11,10,3,"False",74.8088
"Debra Fekete",23525195509083629,14,56,2,"False",69.1848
"Debra Fender",58706193203201630,45,37,4,"False",66.6218
"Debra Fernandez",60687197909011759,29,36,1,"False",79.4011
"Debra Galinis",91604194104064079,36,46,4,"False",61.3155
"Debra Gaulke",63279196503237653,18,52,5,"False",64.6798
"Debra Goffinet",69875199806041463,23,55,4,"False",80.4217
"Debra Harris",81085197710226521,2,22,4,"False",79.9459
"Debra Hoover",51218200602247523,66,28,4,"False",64.6798
"Debra Jack",27368200008251164,12,43,1,"False",81.5588
"Debra John",40949196303073685,3,15,5,"False",75.1921
"Debra Keri",23411193503077598,37,37,2,"False",66.5099
"Debra Livingston",29884201807136907,13,15,5,"False",64.6798
"Debra Marcano",52300199111247927,32,25,5,"False",81.8915
"Debra Maxey",12984193310091167,5,1,4,"False",75.0
"Debra Nagle",79217201606031991,5,54,4,"False",87.6954
"Debra Otto",25979195312168051,6,40,2,"False",65.4924
"Debra Palacios",77045196105253802,40,7,6,"False",64.6798
"Debra Patterson",72437195504165628,10,39,3,"True",63.9826
"Debra Reese",15857198304145395,9,29,2,"True",78.2128
"Debra Roule",53280195711099633,36,34,5,"False",64.6798
"Debra Russell",86456198712193009,33,18,2,"False",65.4457
"Debra Smith",27430201302274663,40,52,1,"False",87.4028
"Debra Taylor",91701201612223502,37,57,5,"False",81.2916
"Debra Whitehead",91954197306101396,26,16,6,"False",73.4133
"Debra William",97875195410058095,39,14,2,"False",64.1482
"Debra Williams",92841199912048239,40,28,2,"False",84.0385
"Debra Wright",12364196012171901,12,19,3,"False",64.6798
"Debra Zapata",10305193606133570,38,3,3,"True",64.6798
"Debra Zapien",48549197406087890,30,8,4,"False",65.2538
"Dede Ramirez",62702196304113898,30,57,1,"False",74.8672
"Dee Driggers",78230194307293821,25,22,4,"False",70.475
"Deedee Calico",55821199901036948,44,28,2,"False",80.6858
"Delana Hall",57277197609138419,14,7,1,"True",76.5363
"Delbert Boland",55907201107097958,11,8,5,"False",79.2398
"Delbert Butler",39592198007029643,6,62,4,"False",64.6798
"Delbert Lee",25988195803039482,37,52,2,"False",61.6895
"Delbert Montgomery",89664193611258395,19,36,4,"False",62.1215
"Delia Lee",66945198705274797,17,12,5,"False",85.6093
"Delia Mankowski",62742195105065052,27,22,3,"False",75.9359
"Delila Janes",52339199901209965,16,55,5,"False",72.9375
"Della Salinas",73046194704057752,53,35,2,"False",71.904
"Delora Osborne",26820200912271367,21,16,6,"False",64.6798
"Deloras Meraz",40658195706253322,24,30,1,"False",62.8818
"Delores Bates",70800200302176574,25,7,2,"False",91.5083
"Delores Clifford",57908201204298698,50,52,4,"False",84.4954
"Delores Melton",40836198205046483,62,50,4,"False",89.8258
"Delores Mena",90328194610221331,30,65,1,"False",74.3979
"Delores Ruley",26047194705079802,12,45,1,"False",64.6798
"Delores Tucker",55560193606078294,13,25,4,"False",71.3006
"Delores Welker",75473199207313011,27,65,2,"False",77.3035
"Delores Wilkins",10121197703158458,33,14,4,"False",74.823
"Deloris Collins",70656201401083881,9,21,2,"False",80.1938
"Deloris Estrada",23552200903186629,55,48,4,"False",83.4566
"Delphine Degroot",66565197603128004,28,32,3,"False",66.6586
"Demarcus Massey",93698200706219019,44,13,5,"True",83.0379
"Demetrius Herandez",62547199312124257,4,6,4,"False",82.1065
"Demetrius Sherwood",59175197404307547,14,22,2,"False",85.7648
"Dena Petty",70241195210282131,41,53,5,"False",67.5424
"Dena Troutman",93385196410259006,40,13,1,"False",75.8841
"Denae Whitten",23491198908135020,38,25,4,"True",90.3799
"Denese Gilbar",25659198305128302,30,5,2,"False",75.6286
"Denice Breen",79910200406109961,65,4,4,"False",77.4883
"Denise Alexander",64034197212298647,19,24,4,"False",70.2037
"Denise Blasingame",44359198708186918,59,2,4,"False",83.8794
"Denise Darcangelo",23854199211301877,5,36,6,"False",74.0714
"Denise Ewers",78070201609174915,32,24,1,"False",73.8951
"Denise Hakimian",83377199601136803,43,25,4,"True",81.8288
"Denise Huff",64334193312156258,14,39,2,"False",67.367
"Denise Hughes",89451194312073794,2,13,3,"True",69.7844
"Denise Johnson",98254198104186832,12,43,5,"False",69.9751
"Denise Kolar",19236199503216030,16,6,4,"False",81.4086
"Denise Landau",17170193508237405,2,55,4,"False",63.0911
"Denise Montgomery",51464194703061749,28,30,6,"False",64.8944
"Denise Noblitt",21249199511214812,9,47,2,"False",96.5991
"Denise Oconnell",51085198811296878,7,38,4,"False",79.0019
"Denise Phelps",42162198601102759,29,1,2,"False",84.7124
"Denise Rankin",24660201111127269,30,58,2,"False",83.3459
"Denise Robinson",64005195511165884,36,24,4,"False",72.1877
"Denise Rodman",81263201506215644,4,14,2,"False",82.6617
"Denise Ugalde",54313198308138563,27,4,5,"False",79.895
"Denise Veach",61873200411226566,4,57,2,"False",62.7575
"Denise Wilburn",30240195412234916,21,29,4,"False",70.2357
"Dennis Angel",49101193312044188,26,35,3,"False",55.7227
"Dennis Black",81046201201305043,56,13,2,"False",79.433
"Dennis Bohl",53674198309087041,14,12,6,"False",75.5511
"Dennis Carter",84614197610152328,19,55,2,"False",77.4328
"Dennis Clement",87982196611115842,16,41,5,"False",75.2688
"Dennis Cooper",13855200402023807,3,3,6,"True",87.0079
"Dennis Deckard",10297195908111611,13,20,1,"False",62.466
"Dennis Diaz",71866201508046170,53,7,2,"False",88.576
"Dennis Dougherty",89808195907252149,32,50,2,"False",70.772
"Dennis Everett",91911196711134842,1,42,4,"False",67.5665
"Dennis Farley",16106196502088233,40,44,5,"False",72.1108
"Dennis Fetter",70795201305161073,18,39,6,"False",74.2947
"Dennis Garrity",14552197201176212,14,50,5,"False",81.8372
"Dennis Gonzalez",30961196204071654,28,23,6,"False",64.6798
"Dennis Griglen",29467201504276027,6,43,5,"False",81.4566
"Dennis Hawkins",20790194702171398,3,36,3,"False",65.5825
"Dennis Herrington",18874201009184954,8,30,6,"False",73.6081
"Dennis Hill",96236195303093234,65,29,4,"True",62.6895
"Dennis Jahnke",90546195412161767,3,26,6,"False",64.6798
"Dennis Johnson",62169197111282093,39,11,6,"False",62.153
"Dennis Johnson",34608193501292069,59,56,2,"False",66.3842
"Dennis King",27444194406286401,5,25,2,"True",60.0329
"Dennis Mccampbell",41670198510248084,31,55,1,"True",92.0301
"Dennis Mcclure",70849194812035549,8,2,5,"False",60.3869
"Dennis Ohlson",64660195603045028,22,25,2,"False",65.9238
"Dennis Sapp",60874197506174657,15,55,2,"False",73.7025
"Dennis Soldner",11579200005031770,5,23,4,"False",64.6798
"Dennis Steller",79687194102275814,26,34,2,"False",64.6798
"Dennis Thompson",63274199310292635,20,62,5,"False",72.288
"Dennis Wheeler",43686196807266150,6,22,3,"False",74.3694
"Dennis Willis",96200196709049511,23,29,4,"True",64.6798
"Dennis Wood",92424201309054277,27,43,4,"True",72.519
"Dennis Wylie",28645196007208404,22,19,5,"False",70.2016
"Denny Bettendorf",64504199009166636,19,22,3,"False",88.9819
"Denny Rubinson",98875196807273002,5,11,3,"False",73.0448
"Denver Johnson",86923201604265663,33,30,1,"False",65.1407
"Deon Garner",13199194010288002,38,35,5,"False",62.5055
"Derek Boyette",36046196608306696,21,32,5,"False",64.6798
"Derek Council",21161197312056414,27,2,5,"False",57.1277
"Derek Crouch",41876197802269173,2,18,5,"False",81.1068
"Derek Duguay",82405201203137020,26,59,4,"True",77.1279
"Derek Dye",60354197209256716,29,11,2,"False",67.7541
"Derek Ettinger",85845200912034757,4,1,4,"False",88.405
"Derek Martinez",89395193908278135,12,25,2,"False",64.9962
"Derek Molloy",63114199907148709,1,19,2,"False",87.0719
"Derek Reeves",61804198302172754,67,6,4,"False",83.8047
"Derek Sackal",11688201511044779,15,53,2,"False",75.85
"Derick Graves",60355196108073026,40,27,2,"False",61.9682
"Derick Smith",19822200209092980,33,19,4,"False",67.8281
"Derrick Adcock",66477198908011877,50,44,1,"False",82.5865
"Derrick Goodman",61400193712043407,9,17,5,"True",61.5003
"Derrick Jodoin",20140199303308510,11,6,6,"False",75.2917
"Derrick Keener",74766200203069563,51,15,4,"False",76.4129
"Derrick Moreschi",64803194207099893,21,53,4,"False",79.8707
"Derrick Stang",23418196910149520,50,5,2,"False",59.7053
"Derrick Walker",47069198412161086,41,28,1,"False",80.231
"Derrick Yeager",27007194407153900,36,14,5,"False",64.6798
"Deshawn Carden",30807194410115080,35,20,6,"False",64.6798
"Deshawn Tilton",29948196611219100,26,23,4,"False",74.5919
"Desiree Jacobson",17459193911132315,49,60,1,"False",58.1259
"Desiree Myles",90546201404195596,36,11,2,"False",72.8842
"Desiree Sears",65042198312125153,14,15,1,"False",84.8884
"Desiree Walker",16153200101087931,66,38,4,"False",90.6768
"Destiny Clark",91661199412286095,49,32,1,"False",87.2738
"Destiny Nyman",74550201701139397,60,61,4,"False",64.6798
"Destiny Swanson",73719195802195000,57,53,4,"True",67.2606
"Devin Mcguire",57331193409105128,55,58,4,"False",61.8239
"Devin Morrison",36698194504273380,55,55,4,"False",71.1801
"Devin Saunders",24753196607237838,27,18,4,"False",80.5598
"Devin Segovia",44374199511013718,14,14,1,"False",64.6798
"Devon Aldrich",57212195207214478,10,66,2,"False",57.7424
"Devon Wright",40065200810118197,12,13,3,"False",80.1191
"Devona Walker",73129198303021744,8,8,6,"False",87.0404
"Dewayne Baker",93356195103137076,22,3,4,"True",66.6166
"Dewayne Bowman",92298193305154341,16,34,1,"False",64.6798
"Dewayne Grignon",11009193601058421,1,9,5,"False",60.9011
"Dewayne Mcgowin",16237198901196364,56,26,4,"False",78.841
"Dewayne Mitchell",93776201609106891,34,18,1,"False",67.5419
"Dewey Allen",41898194412154403,26,21,6,"False",64.6798
"Dewitt Wilson",55246197212285651,21,50,5,"False",64.6798
"Dexter Crosby",66213195810114597,22,18,2,"False",64.6798
"Dian Lant",82929195508265722,35,62,2,"False",77.8455
"Dian Thompson",59262194812314645,8,44,2,"False",76.8574
"Diana Bosma",10315200006011443,21,35,6,"False",78.7089
"Diana Burt",91548198809045628,45,6,5,"False",83.3919
"Diana Cardiel",27135200904102646,57,16,2,"False",85.1916
"Diana Castro",86511193512292312,12,34,3,"False",47.9268
"Diana Colli",98747194710271668,28,51,2,"False",62.6081
"Diana Cox",12884197107086043,55,62,2,"False",74.6603
"Diana Creech",13268201506094661,8,39,5,"False",64.6798
"Diana Cutler",70255195309038243,6,24,6,"False",64.6798
"Diana Deboer",86817194405206545,25,66,4,"False",65.1155
"Diana Huff",31649194409215147,34,24,6,"False",69.3887
"Diana Kramer",71076199711069785,4,53,5,"False",83.4376
"Diana Mcgee",91884193704059237,44,23,2,"True",67.1401
"Diana Mclaughlin",14717195710203084,33,21,3,"False",72.9705
"Diana Nabzdyk",25679195907046661,34,6,4,"False",70.5876
"Diana Pasquino",49159196201181842,22,28,2,"False",79.4578
"Diana Post",46337194910316952,14,60,5,"False",74.6322
"Diana Quero",40782193909043676,41,6,2,"False",60.014
"Diana Smallwood",95318199010051780,1,14,2,"False",78.2491
"Diana Soileau",65582194809226381,22,6,4,"False",75.4474
"Diana Streett",25903194206146365,29,60,5,"False",58.4386
"Diana Taylor",78439201210216389,5,38,6,"False",81.894
"Diana Weaver",36855198601185322,27,35,5,"False",74.1798
"Diane Bloom",32838194706296776,28,20,3,"False",51.594
"Diane Borek",95579193508142398,63,7,4,"False",68.2415
"Diane Bradley",19257200307222997,31,42,6,"False",76.3718
"Diane Butterfield",99615193811196222,10,29,3,"False",66.7494
"Diane Casey",78796194203251066,21,60,5,"True",78.313
"Diane Cerverizzo",75797199010279948,30,63,2,"False",81.8403
"Diane Clough",14293195205064775,52,5,4,"False",62.5047
"Diane Fisher",15591198111233468,46,35,2,"False",64.6798
"Diane Fort",69207196001105744,26,18,4,"True",71.8254
"Diane Green",51167200801204435,11,57,4,"True",73.0713
"Diane Gulledge",10566195401235901,68,30,4,"False",64.6798
"Diane Jarrett",65369198112126577,4,37,6,"False",76.273
"Diane Jones",60987199004011329,65,48,4,"False",80.8111
"Diane Jones",59422199904119288,20,15,6,"False",85.2185
"Diane Lowe",17715196203136551,29,15,6,"False",68.7981
"Diane Morris",93967194711104646,37,14,1,"False",55.624
"Diane Peterson",54591193605035865,54,46,2,"False",61.4068
"Diane Rudd",86899196112094248,39,52,5,"False",81.0751
"Diane Santoro",99479195501118444,18,9,6,"False",64.6798
"Diane Scott",68690201310265331,27,41,3,"True",71.0964
"Diane Staggs",47988199812023292,53,58,4,"False",77.5238
"Diane Stgermain",64265201106269471,9,49,4,"False",77.3206
"Diane Thomlinson",27074199004042237,4,23,6,"False",74.3551
"Diane Turkus",46851195405175490,20,17,2,"False",73.0195
"Diane Vang",62385198301317484,32,38,6,"False",87.8645
"Diane Venema",38579200006063590,29,38,1,"False",80.7203
"Diane Welchel",50297199711148804,32,5,2,"False",96.1188
"Diane White",30876195701013230,28,41,1,"False",61.476
"Diane Wong",79458193412038719,42,39,1,"False",59.4524
"Diane Wright",34873199310017007,13,25,3,"False",84.6011
"Diann Prezzia",18544198705181794,30,49,1,"False",77.9501
"Dianna Armstrong",47551193408219396,9,65,1,"False",61.4475
"Dianna Mcalister",15630201111186984,37,2,6,"False",86.5068
"Dianna Perez",72159197703174418,42,44,1,"False",79.8518
"Dianna Sassano",94674197406274275,20,46,5,"False",64.6798
"Dianne Clantz",33137200110304313,26,18,6,"False",80.2883
"Dianne David",88386200301127832,2,8,2,"False",64.6798
"Dianne Gerke",17265201812149692,35,40,1,"False",71.4011
